iter	RMSE
515	6.932077864
516	6.930273149
517	6.927643617
518	6.925040577
519	6.921558199
520	6.920037377
521	6.916987137
522	6.916522111
523	6.915430856
524	6.912588962
525	6.91205783
526	6.911641573
527	6.909847826
528	6.908104736
529	6.906494576
530	6.905483944
531	6.903827287
532	6.902914467
533	6.901892403
534	6.899377302
535	6.898191552
536	6.896218063
537	6.894934292
538	6.893790814
539	6.893003161
540	6.892102291
541	6.88863152
542	6.886499396
543	6.885317956
544	6.884246145
545	6.882570152
546	6.881486296
547	6.880292561
548	6.87871676
549	6.876357306
550	6.874602323
551	6.872895284
552	6.871185661
553	6.870742556
554	6.869062755
555	6.867515189
556	6.86681111
557	6.865220918
558	6.863075085
559	6.862089878
560	6.860780254
561	6.859670158
562	6.858333701
563	6.857103915
564	6.855467
565	6.853366506
566	6.850154042
567	6.848871762
568	6.844621374
569	6.840883673
570	6.83989646
571	6.838598306
572	6.837427545
573	6.836018482
574	6.834219934
575	6.832311336
576	6.831151422
577	6.82864696
578	6.826961366
579	6.825560361
580	6.824761006
581	6.823494246
582	6.821721574
583	6.820272825
584	6.818622524
585	6.81778833
586	6.816980896
587	6.815875386
588	6.814098868
589	6.812010344
590	6.810101895
591	6.807453763
592	6.805934142
593	6.804869807
594	6.803864653
595	6.80180613
596	6.801183346
597	6.799175532
598	6.797750886
599	6.796356464
600	6.795506347
601	6.792076083
602	6.790921469
603	6.789961403
604	6.788241796
605	6.787448487
606	6.785411139
607	6.78314941
608	6.782107488
609	6.780404211
610	6.778377778
611	6.777419564
612	6.775751426
613	6.773744189
614	6.771878214
615	6.769858211
616	6.769483868
617	6.767850839
618	6.766128277
619	6.764209497
620	6.76178131
621	6.761114788
622	6.758611676
623	6.756778469
624	6.755006889
625	6.753931121
626	6.752264489
627	6.751159809
628	6.750222514
629	6.748983372
630	6.747812472
631	6.746308859
632	6.745058791
633	6.743587119
634	6.741366635
635	6.736018002
636	6.734711516
637	6.733103154
638	6.731824903
639	6.729889364
640	6.728726313
641	6.727761354
642	6.726410763
643	6.725730047
644	6.723659809
645	6.72149736
646	6.719427135
647	6.718284542
648	6.716827245
649	6.716230352
650	6.714607843
651	6.713689002
652	6.712895637
653	6.71123067
654	6.710297831
655	6.709744376
656	6.70826659
657	6.706919434
658	6.705172216
659	6.70436166
660	6.703693944
661	6.702617889
662	6.70160785
663	6.70007542
664	6.699074298
665	6.69796417
666	6.695897639
667	6.693159479
668	6.692094451
669	6.690892546
670	6.690140251
671	6.689024731
672	6.687571054
673	6.686116046
674	6.685316614
675	6.683895855
676	6.682147357
677	6.680901142
678	6.679251206
679	6.677654623
680	6.677090499
681	6.676359573
682	6.675312978
683	6.673332043
684	6.67256742
685	6.670895402
686	6.67005669
687	6.669055774
688	6.667997434
689	6.666168539
690	6.665015585
691	6.662928503
692	6.661232381
693	6.66077375
694	6.659837316
695	6.657726396
696	6.656708142
697	6.654907468
698	6.653537941
699	6.651568785
700	6.650263218
701	6.649527565
702	6.648320444
703	6.646662467
704	6.645251044
705	6.64473008
706	6.644096083
707	6.642752227
708	6.641369961
709	6.640722369
710	6.639516599
711	6.637621905
712	6.634328894
713	6.633199043
714	6.631841858
715	6.630251559
716	6.62939132
717	6.627925561
718	6.62644116
719	6.624161571
720	6.622541363
721	6.621404771
722	6.620291279
723	6.618525154
724	6.61697393
725	6.616035415
726	6.612698702
727	6.611880012
728	6.611382739
729	6.609084263
730	6.607964609
731	6.606425338
732	6.603060612
733	6.600641564
734	6.598167386
735	6.59665267
736	6.594452314
737	6.592415
738	6.591141841
739	6.590126426
740	6.588848178
741	6.587232135
742	6.585702652
743	6.584378401
744	6.582472734
745	6.581790331
746	6.58061964
747	6.579766611
748	6.578389103
749	6.576910241
750	6.575426263
751	6.57453702
752	6.572798657
753	6.572011585
754	6.570568898
755	6.568622514
756	6.56730692
757	6.56577816
758	6.564540144
759	6.562998914
760	6.561932571
761	6.561339847
762	6.559943784
763	6.559080221
764	6.558098606
765	6.555772273
766	6.555486069
767	6.554258771
768	6.553512513
769	6.551812271
770	6.550660831
771	6.549243331
772	6.548333652
773	6.547020555
774	6.545509723
775	6.544708175
776	6.543069949
777	6.542055154
778	6.541247036
779	6.539305838
780	6.537172335
781	6.536584738
782	6.536405703
783	6.534560053
784	6.533333164
785	6.532589409
786	6.531644058
787	6.530683263
788	6.530024229
789	6.528831064
790	6.526584521
791	6.525298979
792	6.523300442
793	6.522153104
794	6.521797432
795	6.520775328
796	6.520006209
797	6.518594025
798	6.516818523
799	6.516029883
800	6.514997251
801	6.514068521
802	6.512597836
803	6.511158472
804	6.510052915
805	6.509325589
806	6.508317238
807	6.507661389
808	6.506373236
809	6.50461848
810	6.503995482
811	6.501628444
812	6.500427377
813	6.500151144
814	6.499049825
815	6.496896066
816	6.495524232
817	6.494369169
818	6.493080768
819	6.492400849
820	6.49173261
821	6.490653141
822	6.489157756
823	6.487293051
824	6.486289097
825	6.484939856
826	6.483968293
827	6.482715021
828	6.481327817
829	6.480960867
830	6.478599027
831	6.477150115
832	6.475612396
833	6.474499936
834	6.47438548
835	6.473378313
836	6.472279902
837	6.471726103
838	6.471112289
839	6.469580796
840	6.467936587
841	6.466580935
842	6.46506222
843	6.464090358
844	6.463118692
845	6.462447833
846	6.460187353
847	6.458440812
848	6.457139611
849	6.45666107
850	6.454780143
851	6.453445366
852	6.452168292
853	6.450014895
854	6.448954515
855	6.447713752
856	6.446225986
857	6.445602101
858	6.444383634
859	6.443434048
860	6.443289797
861	6.441760783
862	6.440811638
863	6.439169107
864	6.436471452
865	6.434592682
866	6.433495918
867	6.432128554
868	6.431521625
869	6.429385175
870	6.428063144
871	6.425970256
872	6.421890676
873	6.420167799
874	6.418467256
875	6.415530173
876	6.414016091
877	6.412870188
878	6.411723224
879	6.409998957
880	6.408549873
881	6.407273646
882	6.406333614
883	6.404730922
884	6.402353357
885	6.402015052
886	6.400727596
887	6.399378672
888	6.397773781
889	6.397150499
890	6.395541093
891	6.394534294
892	6.393296507
893	6.391151313
894	6.389941985
895	6.389013561
896	6.38799341
897	6.387757384
898	6.387152182
899	6.386400013
900	6.38465424
901	6.383378233
902	6.381911207
903	6.380613812
904	6.379834734
905	6.378234204
906	6.377033693
907	6.375311321
908	6.37432859
909	6.373259611
910	6.371018039
911	6.369867285
912	6.368890061
913	6.367768865
914	6.367279636
915	6.366156329
916	6.364412508
917	6.362308508
918	6.360646696
919	6.359389218
920	6.358190209
921	6.356584038
922	6.356060036
923	6.354700844
924	6.352693507
925	6.351617087
926	6.350673529
927	6.349671274
928	6.348476844
929	6.347385371
930	6.346410829
931	6.345768684
932	6.342167705
933	6.340783504
934	6.339633982
935	6.338428126
936	6.337551272
937	6.336273021
938	6.33487901
939	6.334260871
940	6.333529938
941	6.332132982
942	6.331194566
943	6.3296009
944	6.32819734
945	6.327147867
946	6.324961028
947	6.323615338
948	6.322025578
949	6.321393582
950	6.321025072
951	6.320654855
952	6.319557256
953	6.317902587
954	6.315702666
955	6.31393288
956	6.313220621
957	6.312171831
958	6.311036314
959	6.309276533
960	6.307512213
961	6.305821286
962	6.304567761
963	6.303869864
964	6.303003004
965	6.300798298
966	6.299219134
967	6.298764115
968	6.297559956
969	6.296912967
970	6.295761464
971	6.294778059
972	6.29234923
973	6.290982812
974	6.290217855
975	6.289160927
976	6.287877792
977	6.286239816
978	6.285168333
979	6.285011785
980	6.284284155
981	6.282579114
982	6.281624543
983	6.279662163
984	6.278162553
985	6.276460678
986	6.275866203
987	6.274841076
988	6.273492456
989	6.272795822
990	6.271397248
991	6.270183168
992	6.268623424
993	6.267181078
994	6.264927283
995	6.26372774
996	6.262929047
997	6.261445789
998	6.260137465
999	6.259231459
1000	6.257988476
1001	6.257376906
1002	6.256360125
1003	6.25465211
1004	6.254272433
1005	6.252556446
1006	6.251131276
1007	6.250081087
1008	6.248891973
1009	6.248416143
1010	6.247133873
1011	6.246208167
1012	6.244317999
1013	6.243016473
1014	6.240962445
1015	6.240125982
1016	6.239365241
1017	6.237658908
1018	6.235171994
1019	6.234399799
1020	6.231883536
1021	6.231389478
1022	6.230268741
1023	6.2297081
1024	6.228123327
1025	6.226853248
1026	6.225870743
1027	6.224192625
1028	6.223765582
1029	6.222629449
1030	6.221140305
1031	6.220106777
1032	6.21875288
1033	6.218022405
1034	6.216523927
1035	6.215107402
1036	6.214161514
1037	6.212862348
1038	6.212745318
1039	6.211299604
1040	6.210236704
1041	6.209100109
1042	6.20857654
1043	6.207033842
1044	6.205922996
1045	6.204985275
1046	6.204478725
1047	6.20299256
1048	6.202451941
1049	6.201334521
1050	6.200546559
1051	6.198734209
1052	6.198067141
1053	6.196413626
1054	6.194850834
1055	6.194237249
1056	6.193257418
1057	6.191969118
1058	6.190766634
1059	6.190070598
1060	6.188774945
1061	6.18754962
1062	6.186815257
1063	6.186196275
1064	6.185094481
1065	6.183499106
1066	6.182738833
1067	6.182192999
1068	6.180448171
1069	6.178788206
1070	6.17844448
1071	6.178316883
1072	6.176827332
1073	6.174774084
1074	6.173814813
1075	6.172491081
1076	6.172138578
1077	6.171428782
1078	6.170773298
1079	6.170325899
1080	6.169624967
1081	6.168644553
1082	6.167478712
1083	6.16601452
1084	6.165347197
1085	6.164153819
1086	6.163373158
1087	6.162473909
1088	6.161627702
1089	6.157038727
1090	6.156496463
1091	6.155981195
1092	6.154570695
1093	6.152974162
1094	6.151329937
1095	6.150218933
1096	6.148691633
1097	6.147309964
1098	6.146053651
1099	6.145909315
1100	6.145008069
1101	6.144636568
1102	6.143205616
1103	6.142647743
1104	6.14167512
1105	6.140941355
1106	6.139863493
1107	6.139081009
1108	6.137916609
1109	6.137148279
1110	6.136161966
1111	6.135351773
1112	6.134890216
1113	6.133245767
1114	6.13260062
1115	6.131659343
1116	6.13046096
1117	6.12991937
1118	6.128731072
1119	6.128383703
1120	6.127317686
1121	6.125996449
1122	6.124062916
1123	6.122881369
1124	6.122270927
1125	6.12085908
1126	6.118983674
1127	6.118885275
1128	6.118476377
1129	6.117761794
1130	6.116852156
1131	6.115866952
1132	6.114717159
1133	6.114102452
1134	6.113534993
1135	6.112690253
1136	6.111341977
1137	6.110231212
1138	6.108480993
1139	6.107943944
1140	6.107255747
1141	6.10616169
1142	6.105328277
1143	6.104443794
1144	6.103537032
1145	6.103468363
1146	6.102900849
1147	6.102081295
1148	6.101220955
1149	6.100583191
1150	6.09863652
1151	6.098306541
1152	6.097442497
1153	6.097082861
1154	6.096292935
1155	6.095194646
1156	6.093932219
1157	6.09290907
1158	6.091914827
1159	6.090824228
1160	6.089599469
1161	6.089252377
1162	6.088462589
1163	6.087401187
1164	6.086991982
1165	6.085781036
1166	6.084714294
1167	6.08390149
1168	6.082533319
1169	6.080665419
1170	6.079318439
1171	6.078846006
1172	6.077744706
1173	6.076319388
1174	6.075246978
1175	6.074834495
1176	6.073841143
1177	6.072353138
1178	6.071299164
1179	6.070327343
1180	6.069817927
1181	6.069590721
1182	6.06856656
1183	6.068361933
1184	6.067577453
1185	6.066619812
1186	6.065351962
1187	6.064785139
1188	6.063796101
1189	6.062647118
1190	6.062039013
1191	6.061471188
1192	6.0606681
1193	6.058956737
1194	6.058045549
1195	6.057130582
1196	6.056446424
1197	6.055354002
1198	6.05437393
1199	6.053377144
1200	6.05182508
1201	6.050532912
1202	6.049251603
1203	6.047815331
1204	6.04705988
1205	6.046510797
1206	6.045229774
1207	6.044552902
1208	6.043303444
1209	6.041182723
1210	6.039702512
1211	6.038847112
1212	6.038125421
1213	6.037277627
1214	6.036180831
1215	6.036012093
1216	6.03463588
1217	6.033835004
1218	6.033033815
1219	6.031680334
1220	6.031057988
1221	6.030259729
1222	6.029335362
1223	6.028213309
1224	6.027257086
1225	6.026592159
1226	6.024942242
1227	6.023392961
1228	6.022389437
1229	6.021188375
1230	6.020375245
1231	6.019025567
1232	6.018249614
1233	6.017414045
1234	6.016869972
1235	6.01578599
1236	6.015414174
1237	6.014268579
1238	6.013915092
1239	6.012883815
1240	6.011922093
1241	6.010081951
1242	6.009138665
1243	6.008417605
1244	6.007752165
1245	6.006623188
1246	6.006516584
1247	6.005346411
1248	6.004680914
1249	6.003378071
1250	6.002720289
1251	6.001011189
1252	5.999614888
1253	5.997470278
1254	5.996295459
1255	5.995822213
1256	5.994554041
1257	5.993811528
1258	5.993684551
1259	5.992848345
1260	5.992018791
1261	5.991418887
1262	5.990137054
1263	5.989765941
1264	5.988761253
1265	5.987384186
1266	5.986173218
1267	5.985398812
1268	5.984103307
1269	5.982125876
1270	5.981404268
1271	5.981056364
1272	5.979717451
1273	5.97853837
1274	5.977173679
1275	5.976492343
1276	5.975564342
1277	5.974573259
1278	5.973077401
1279	5.972366955
1280	5.971320276
1281	5.970641954
1282	5.969517865
1283	5.968107411
1284	5.967578914
1285	5.966511167
1286	5.966382719
1287	5.96587242
1288	5.965232299
1289	5.964556256
1290	5.964105852
1291	5.962981937
1292	5.962203768
1293	5.960683675
1294	5.959977559
1295	5.959002518
1296	5.958090802
1297	5.957996302
1298	5.957451453
1299	5.95638581
1300	5.955197872
1301	5.954245434
1302	5.953299048
1303	5.951459322
1304	5.950029735
1305	5.949251013
1306	5.948702958
1307	5.947709885
1308	5.946731287
1309	5.946087629
1310	5.945410694
1311	5.945151179
1312	5.94425159
1313	5.943683146
1314	5.943055395
1315	5.942527959
1316	5.941105999
1317	5.940139081
1318	5.939335347
1319	5.938368429
1320	5.937128306
1321	5.935412015
1322	5.934780899
1323	5.934439546
1324	5.932670211
1325	5.931695114
1326	5.930650613
1327	5.929859198
1328	5.92950618
1329	5.927964993
1330	5.927329976
1331	5.926494002
1332	5.925959492
1333	5.925723023
1334	5.92427579
1335	5.923404629
1336	5.922500319
1337	5.921551908
1338	5.921157017
1339	5.920646152
1340	5.920020421
1341	5.918854153
1342	5.917684298
1343	5.916972208
1344	5.916393314
1345	5.915315436
1346	5.914443311
1347	5.913474136
1348	5.91202411
1349	5.911461418
1350	5.91003509
1351	5.909506373
1352	5.908495564
1353	5.907234173
1354	5.906176248
1355	5.904878381
1356	5.903787816
1357	5.901823077
1358	5.900771818
1359	5.900548516
1360	5.89980758
1361	5.898768681
1362	5.898609372
1363	5.898211994
1364	5.897504046
1365	5.895981755
1366	5.895158679
1367	5.894585073
1368	5.894426261
1369	5.893704978
1370	5.893138048
1371	5.892530821
1372	5.891467934
1373	5.890822066
1374	5.890145585
1375	5.888933731
1376	5.888500214
1377	5.887838766
1378	5.887228146
1379	5.886253458
1380	5.885597157
1381	5.885154572
1382	5.884171883
1383	5.88337766
1384	5.883017106
1385	5.882373362
1386	5.881291935
1387	5.880631304
1388	5.88032359
1389	5.879072116
1390	5.878134703
1391	5.876682853
1392	5.875260022
1393	5.874728745
1394	5.873501064
1395	5.873176896
1396	5.872683787
1397	5.872046246
1398	5.870664184
1399	5.869949553
1400	5.869115335
1401	5.868008678
1402	5.866595983
1403	5.865597422
1404	5.865287432
1405	5.864690694
1406	5.864429026
1407	5.863849377
1408	5.862585243
1409	5.861962234
1410	5.860815889
1411	5.860279265
1412	5.859394658
1413	5.85798946
1414	5.856707743
1415	5.855530382
1416	5.854444108
1417	5.854129889
1418	5.853431669
1419	5.852012195
1420	5.851089236
1421	5.850442074
1422	5.849401545
1423	5.848563806
1424	5.847378222
1425	5.846642272
1426	5.845358584
1427	5.844108
1428	5.843429922
1429	5.842134925
1430	5.841774416
1431	5.841668577
1432	5.840954767
1433	5.839581075
1434	5.83864296
1435	5.836961455
1436	5.835901889
1437	5.835334889
1438	5.834525953
1439	5.833194696
1440	5.832262509
1441	5.831462976
1442	5.830759734
1443	5.830196744
1444	5.829670268
1445	5.828626641
1446	5.827738171
1447	5.826664368
1448	5.826334961
1449	5.825515863
1450	5.824912123
1451	5.824101143
1452	5.82338141
1453	5.82296728
1454	5.82169177
1455	5.820997766
1456	5.820372739
1457	5.819345201
1458	5.818434497
1459	5.817222754
1460	5.816535768
1461	5.816080505
1462	5.815497309
1463	5.814475519
1464	5.813148421
1465	5.811932414
1466	5.811205695
1467	5.810592621
1468	5.810069005
1469	5.808835274
1470	5.8075657
1471	5.806326117
1472	5.805412877
1473	5.805075698
1474	5.804114131
1475	5.80281861
1476	5.801771715
1477	5.801000726
1478	5.799527213
1479	5.798831451
1480	5.798495957
1481	5.797308238
1482	5.79630497
1483	5.79534613
1484	5.79466814
1485	5.793511746
1486	5.792152117
1487	5.791800117
1488	5.791154931
1489	5.790662398
1490	5.790013635
1491	5.789163334
1492	5.788904911
1493	5.787752416
1494	5.786668261
1495	5.785625989
1496	5.784323844
1497	5.783947872
1498	5.78294463
1499	5.78190796
